24,72,5,157
24,72,5,157
24,72,5,157
24,72,5,157
0,0,5,157
24,74,5,157
24,75,5,157
24,76,5,157
24,76,5,185
24,76,5,185
24,77,5,185
24,77,5,185
24,77,5,233
24,76,5,233
24,76,5,233
24,76,5,233
24,76,5,263
24,76,5,263
24,76,5,263
24,75,5,263
24,75,5,278
24,75,5,278
24,75,5,278
24,75,5,278
24,75,5,281
24,75,5,281
24,75,5,281
24,74,5,281
24,74,5,276
24,74,5,276
24,74,5,276
24,74,5,267
24,74,5,267
24,75,5,267
24,78,5,267
24,79,5,270
24,79,5,270
24,79,5,270
24,79,5,270
24,80,5,279
24,80,5,279
24,81,5,279
24,81,5,279
24,81,5,294
24,81,5,294
24,81,5,294
24,81,5,294
24,81,5,301
24,81,5,301
24,82,5,301
24,82,5,301
24,82,5,308
24,81,5,308
24,81,5,308
24,81,5,308
24,81,5,309
24,81,5,309
24,81,5,309
24,80,5,300
0,0,5,190
0,0,5,190
0,0,5,190
0,0,5,190
0,0,5,191
0,0,5,191
0,0,5,191
0,0,5,191
0,0,5,209
0,0,5,209
0,0,5,209
0,0,5,209
0,0,5,201
0,0,5,201
0,0,5,201
0,0,5,201
0,0,5,205
0,0,5,205
0,0,5,205
0,0,5,205
0,0,5,192
0,0,5,192
0,0,5,192
25,16,5,192
0,0,5,174
25,48,5,174
25,67,5,174
25,67,5,174
0,0,5,160
0,0,5,160
0,0,5,160
0,0,5,160
0,0,5,151
0,0,5,151
0,0,5,151
0,0,5,151
0,0,5,144
0,0,5,144
0,0,5,144
0,0,5,144
0,0,5,138
0,0,5,138
0,0,5,138
0,0,5,138
0,0,5,135
0,0,5,135
0,0,5,135
0,0,5,135
0,0,5,133
27,77,5,133
27,77,5,133
27,77,5,133
27,76,5,132
27,74,5,132
27,72,5,132
27,71,5,132
27,70,5,131
27,69,5,131
27,69,5,131
27,68,5,131
27,67,5,129
27,67,5,129
27,66,5,129
27,65,5,129
27,65,5,129
27,64,5,129
27,64,5,129
27,63,5,129
27,63,5,135
27,62,5,135
27,62,5,135
27,62,5,135
27,62,5,138
27,61,5,138
27,61,5,138
27,60,5,138
27,60,5,139
27,60,5,139
27,60,5,139
27,60,5,139
27,60,5,138
27,60,5,138
27,60,5,138
27,60,5,138
27,60,5,137
27,59,5,137
27,59,5,137
27,59,5,137
27,59,5,136
27,59,5,136
27,59,5,136
27,59,5,136
27,59,5,135
27,59,5,135
27,59,5,135
27,59,5,135
27,59,5,133
27,59,5,133
27,59,5,133
27,59,5,133
27,59,5,132
27,59,5,132
27,59,5,132
27,59,5,132
27,59,5,131
26,60,5,131
27,59,5,131
26,60,5,131
26,60,5,129
26,60,5,129
26,60,5,129
26,60,5,129
26,60,5,128
26,60,5,128
26,60,5,128
26,60,5,128
26,60,5,128
26,60,5,128
26,60,5,128
26,60,5,128
26,60,5,127
26,60,5,127
26,60,5,127
26,60,5,127
26,60,5,127
26,60,5,127
26,60,5,127
26,60,5,127
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,60,5,126
26,61,5,126
26,61,5,126
26,61,5,126
26,61,5,126
26,61,5,126
26,61,5,126
26,61,5,126
26,61,5,126
26,61,5,126
26,61,5,126
26,61,5,127
25,61,5,127
26,61,5,127
26,61,5,127
26,61,5,127
26,61,5,127
25,61,5,127
0,0,5,127
26,54,5,197
25,61,5,197
25,61,5,197
0,0,5,197
24,59,5,216
25,61,5,216
25,61,5,216
0,0,5,216
25,60,5,218
25,61,5,218
25,61,5,218
0,0,5,218
24,61,5,201
25,61,5,201
25,61,5,201
25,61,5,201
25,61,5,184
25,61,5,184
25,61,5,184
25,61,5,184
25,61,5,184
25,61,5,174
25,61,5,174
25,61,5,174
25,60,5,174
25,61,5,167
25,61,5,167
25,61,5,167
25,60,5,167
25,61,5,162
25,61,5,162
25,61,5,162
25,60,5,162
25,61,5,159
25,61,5,159
25,61,5,159
25,60,5,159
25,61,5,156
25,61,5,156
25,61,5,156
24,59,5,156
25,61,5,154
25,61,5,154
25,61,5,154
25,62,5,154
25,61,5,152
25,61,5,152
25,61,5,152
24,62,5,152
25,61,5,151
25,61,5,151
25,61,5,151
24,72,5,151
25,61,5,148
25,61,5,148
25,61,5,148
25,66,5,148
25,61,5,145
25,61,5,145
25,61,5,145
24,63,5,145
25,61,5,144
25,61,5,144
25,61,5,144
34,57,5,144
25,61,5,143
25,61,5,143
25,61,5,143
20,63,5,143
25,61,5,142
25,61,5,142
25,61,5,142
25,61,5,142
25,61,5,141
25,61,5,141
25,61,5,141
25,61,5,141
25,61,5,140
25,61,5,140
25,61,5,140
25,61,5,140
25,61,5,141
25,61,5,141
25,61,5,141
25,61,5,141
25,61,5,141
25,61,5,141
25,61,5,141
25,61,5,141
25,61,5,140
25,61,5,140
25,61,5,140
25,61,5,140
25,61,5,140
25,61,5,140
25,61,5,140
25,61,5,140
25,61,5,139
25,61,5,139
25,61,5,139
25,61,5,139
25,61,5,139
25,61,5,139
25,61,5,139
25,61,5,139
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,139
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,138
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,137
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,136
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,62,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,62,5,135
25,63,5,135
25,62,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,135
25,63,5,136
25,63,5,136
25,63,5,136
25,63,5,136
25,63,5,136
